Subject,Context1Safe2Danger,Race012B,Object0NG1G,RaceObject,Race1W2B,RT,Resp0NS1Sh,DiffusionRT,ybin,lower,upper
6,0,0,0,1,1,410,1,0.41,1,-0.631,0.631
6,0,0,0,1,1,534,0,-0.534,1,-0.631,0.631
6,0,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
6,0,0,1,3,1,499,1,0.499,1,-0.631,0.631
6,0,0,0,1,1,488,0,-0.488,1,-0.631,0.631
6,0,1,1,4,2,NaN,NaN,NaN,2,-0.631,0.631
6,0,1,1,4,2,500,1,0.5,1,-0.631,0.631
6,0,0,1,3,1,NaN,NaN,NaN,2,-0.631,0.631
6,0,0,1,3,1,402,1,0.402,1,-0.631,0.631
6,0,1,1,4,2,421,1,0.421,1,-0.631,0.631
6,0,0,1,3,1,532,1,0.532,1,-0.631,0.631
6,0,1,0,2,2,NaN,NaN,NaN,2,-0.631,0.631
6,0,1,1,4,2,516,1,0.516,1,-0.631,0.631
6,0,1,1,4,2,444,1,0.444,1,-0.631,0.631
6,0,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
6,0,1,0,2,2,538,0,-0.538,1,-0.631,0.631
6,0,0,0,1,1,532,0,-0.532,1,-0.631,0.631
6,0,0,1,3,1,NaN,NaN,NaN,0,-0.631,0.631
6,0,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
6,0,0,1,3,1,396,1,0.396,1,-0.631,0.631
6,0,0,0,1,1,485,0,-0.485,1,-0.631,0.631
6,0,0,1,3,1,535,0,-0.535,1,-0.631,0.631
6,0,0,0,1,1,540,0,-0.54,1,-0.631,0.631
6,0,0,1,3,1,494,1,0.494,1,-0.631,0.631
6,0,0,0,1,1,510,1,0.51,1,-0.631,0.631
6,0,1,0,2,2,586,0,-0.586,1,-0.631,0.631
6,0,0,0,1,1,542,0,-0.542,1,-0.631,0.631
6,0,0,1,3,1,NaN,NaN,NaN,2,-0.631,0.631
6,0,0,0,1,1,539,0,-0.539,1,-0.631,0.631
6,0,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
6,0,0,0,1,1,521,0,-0.521,1,-0.631,0.631
6,0,1,1,4,2,514,1,0.514,1,-0.631,0.631
6,0,1,0,2,2,510,0,-0.51,1,-0.631,0.631
6,0,0,1,3,1,551,1,0.551,1,-0.631,0.631
6,0,0,1,3,1,497,0,-0.497,1,-0.631,0.631
6,0,0,0,1,1,360,1,0.36,1,-0.631,0.631
6,0,1,1,4,2,366,0,-0.366,1,-0.631,0.631
6,0,0,1,3,1,362,1,0.362,1,-0.631,0.631
6,0,1,0,2,2,452,1,0.452,1,-0.631,0.631
6,0,1,0,2,2,506,0,-0.506,1,-0.631,0.631
6,0,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
6,0,1,1,4,2,416,1,0.416,1,-0.631,0.631
6,0,1,1,4,2,506,1,0.506,1,-0.631,0.631
6,0,1,0,2,2,564,0,-0.564,1,-0.631,0.631
6,0,1,0,2,2,476,0,-0.476,1,-0.631,0.631
6,0,1,1,4,2,375,0,-0.375,1,-0.631,0.631
6,0,1,0,2,2,488,0,-0.488,1,-0.631,0.631
6,0,1,1,4,2,389,1,0.389,1,-0.631,0.631
6,0,1,0,2,2,525,0,-0.525,1,-0.631,0.631
7,0,1,0,2,2,583,1,0.583,1,-0.631,0.631
7,0,0,1,3,1,576,1,0.576,1,-0.631,0.631
7,0,1,1,4,2,NaN,NaN,NaN,2,-0.631,0.631
7,0,1,0,2,2,575,0,-0.575,1,-0.631,0.631
7,0,1,1,4,2,564,1,0.564,1,-0.631,0.631
7,0,1,0,2,2,529,0,-0.529,1,-0.631,0.631
7,0,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
7,0,0,1,3,1,NaN,NaN,NaN,2,-0.631,0.631
7,0,0,1,3,1,NaN,NaN,NaN,2,-0.631,0.631
7,0,0,1,3,1,NaN,NaN,NaN,2,-0.631,0.631
7,0,1,0,2,2,553,0,-0.553,1,-0.631,0.631
7,0,1,1,4,2,427,1,0.427,1,-0.631,0.631
7,0,0,0,1,1,583,0,-0.583,1,-0.631,0.631
7,0,0,0,1,1,572,0,-0.572,1,-0.631,0.631
7,0,1,1,4,2,522,1,0.522,1,-0.631,0.631
7,0,0,0,1,1,541,0,-0.541,1,-0.631,0.631
7,0,0,0,1,1,571,0,-0.571,1,-0.631,0.631
7,0,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
7,0,0,1,3,1,481,1,0.481,1,-0.631,0.631
7,0,1,1,4,2,392,1,0.392,1,-0.631,0.631
7,0,0,1,3,1,530,1,0.53,1,-0.631,0.631
7,0,0,0,1,1,577,0,-0.577,1,-0.631,0.631
7,0,0,0,1,1,533,0,-0.533,1,-0.631,0.631
7,0,1,1,4,2,541,1,0.541,1,-0.631,0.631
7,0,1,0,2,2,470,0,-0.47,1,-0.631,0.631
7,0,1,1,4,2,539,1,0.539,1,-0.631,0.631
7,0,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
7,0,1,1,4,2,444,1,0.444,1,-0.631,0.631
7,0,1,0,2,2,529,1,0.529,1,-0.631,0.631
7,0,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
7,0,1,1,4,2,472,1,0.472,1,-0.631,0.631
7,0,1,1,4,2,572,1,0.572,1,-0.631,0.631
7,0,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
7,0,1,1,4,2,413,1,0.413,1,-0.631,0.631
7,0,0,1,3,1,NaN,NaN,NaN,2,-0.631,0.631
7,0,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
7,0,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
7,0,1,1,4,2,517,1,0.517,1,-0.631,0.631
7,0,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
7,0,1,0,2,2,457,1,0.457,1,-0.631,0.631
7,0,1,0,2,2,578,1,0.578,1,-0.631,0.631
7,0,1,1,4,2,537,1,0.537,1,-0.631,0.631
7,0,1,0,2,2,519,0,-0.519,1,-0.631,0.631
7,0,0,1,3,1,570,0,-0.57,1,-0.631,0.631
7,0,0,1,3,1,389,1,0.389,1,-0.631,0.631
7,0,1,1,4,2,357,1,0.357,1,-0.631,0.631
7,0,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
7,0,0,0,1,1,417,0,-0.417,1,-0.631,0.631
7,0,0,0,1,1,NaN,NaN,NaN,2,-0.631,0.631
7,0,1,0,2,2,571,0,-0.571,1,-0.631,0.631
7,0,1,0,2,2,NaN,NaN,NaN,2,-0.631,0.631
7,0,1,1,4,2,530,1,0.53,1,-0.631,0.631
7,0,1,1,4,2,355,1,0.355,1,-0.631,0.631
7,0,0,0,1,1,444,1,0.444,1,-0.631,0.631
7,0,1,0,2,2,560,0,-0.56,1,-0.631,0.631
7,0,0,1,3,1,533,1,0.533,1,-0.631,0.631
7,0,0,0,1,1,503,0,-0.503,1,-0.631,0.631
7,0,0,1,3,1,544,1,0.544,1,-0.631,0.631
7,0,1,1,4,2,NaN,NaN,NaN,2,-0.631,0.631
7,0,0,1,3,1,459,1,0.459,1,-0.631,0.631
7,0,1,1,4,2,490,1,0.49,1,-0.631,0.631
7,0,1,1,4,2,490,1,0.49,1,-0.631,0.631
7,0,1,1,4,2,417,1,0.417,1,-0.631,0.631
7,0,0,1,3,1,464,1,0.464,1,-0.631,0.631
7,0,0,0,1,1,515,1,0.515,1,-0.631,0.631
7,0,0,1,3,1,534,1,0.534,1,-0.631,0.631
7,0,1,0,2,2,558,0,-0.558,1,-0.631,0.631
7,0,0,0,1,1,570,1,0.57,1,-0.631,0.631
7,0,0,1,3,1,447,1,0.447,1,-0.631,0.631
7,0,0,1,3,1,503,1,0.503,1,-0.631,0.631
7,0,0,0,1,1,571,0,-0.571,1,-0.631,0.631
7,0,0,1,3,1,515,1,0.515,1,-0.631,0.631
7,0,0,1,3,1,463,1,0.463,1,-0.631,0.631
7,0,0,0,1,1,553,0,-0.553,1,-0.631,0.631
7,0,0,1,3,1,542,1,0.542,1,-0.631,0.631
7,0,0,0,1,1,598,0,-0.598,1,-0.631,0.631
7,0,0,1,3,1,525,1,0.525,1,-0.631,0.631
7,0,0,0,1,1,564,0,-0.564,1,-0.631,0.631
7,0,0,0,1,1,602,0,-0.602,1,-0.631,0.631
7,0,0,0,1,1,477,0,-0.477,1,-0.631,0.631
8,1,0,1,3,1,613,1,0.613,1,-0.631,0.631
8,1,0,0,1,1,568,0,-0.568,1,-0.631,0.631
8,1,1,0,2,2,476,0,-0.476,1,-0.631,0.631
8,1,1,1,4,2,471,1,0.471,1,-0.631,0.631
8,1,0,0,1,1,441,1,0.441,1,-0.631,0.631
8,1,1,1,4,2,522,1,0.522,1,-0.631,0.631
8,1,1,0,2,2,462,0,-0.462,1,-0.631,0.631
8,1,0,0,1,1,627,0,-0.627,1,-0.631,0.631
8,1,0,0,1,1,524,0,-0.524,1,-0.631,0.631
8,1,1,0,2,2,474,0,-0.474,1,-0.631,0.631
8,1,0,0,1,1,433,0,-0.433,1,-0.631,0.631
8,1,1,1,4,2,508,1,0.508,1,-0.631,0.631
8,1,1,0,2,2,500,0,-0.5,1,-0.631,0.631
8,1,0,0,1,1,450,0,-0.45,1,-0.631,0.631
8,1,0,0,1,1,506,0,-0.506,1,-0.631,0.631
8,1,0,1,3,1,617,0,-0.617,1,-0.631,0.631
8,1,1,1,4,2,NaN,NaN,NaN,2,-0.631,0.631
8,1,0,1,3,1,404,1,0.404,1,-0.631,0.631
8,1,0,1,3,1,569,0,-0.569,1,-0.631,0.631
8,1,0,1,3,1,549,1,0.549,1,-0.631,0.631
8,1,0,1,3,1,605,1,0.605,1,-0.631,0.631
8,1,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
8,1,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
8,1,1,1,4,2,590,1,0.59,1,-0.631,0.631
8,1,0,1,3,1,349,1,0.349,1,-0.631,0.631
8,1,0,1,3,1,486,1,0.486,1,-0.631,0.631
8,1,0,1,3,1,430,1,0.43,1,-0.631,0.631
8,1,1,1,4,2,427,1,0.427,1,-0.631,0.631
8,1,0,0,1,1,588,0,-0.588,1,-0.631,0.631
8,1,0,0,1,1,407,1,0.407,1,-0.631,0.631
8,1,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
8,1,0,0,1,1,465,0,-0.465,1,-0.631,0.631
8,1,1,0,2,2,516,0,-0.516,1,-0.631,0.631
8,1,1,0,2,2,574,0,-0.574,1,-0.631,0.631
8,1,0,0,1,1,543,0,-0.543,1,-0.631,0.631
8,1,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
8,1,0,1,3,1,531,0,-0.531,1,-0.631,0.631
8,1,1,1,4,2,442,1,0.442,1,-0.631,0.631
8,1,0,1,3,1,390,1,0.39,1,-0.631,0.631
8,1,0,1,3,1,440,1,0.44,1,-0.631,0.631
8,1,0,0,1,1,575,0,-0.575,1,-0.631,0.631
8,1,0,1,3,1,540,1,0.54,1,-0.631,0.631
8,1,1,0,2,2,434,0,-0.434,1,-0.631,0.631
8,1,0,1,3,1,NaN,NaN,NaN,2,-0.631,0.631
8,1,0,1,3,1,409,1,0.409,1,-0.631,0.631
8,1,1,0,2,2,361,1,0.361,1,-0.631,0.631
8,1,1,1,4,2,468,1,0.468,1,-0.631,0.631
8,1,1,0,2,2,NaN,NaN,NaN,2,-0.631,0.631
8,1,0,1,3,1,357,1,0.357,1,-0.631,0.631
8,1,0,0,1,1,537,0,-0.537,1,-0.631,0.631
8,1,0,0,1,1,458,0,-0.458,1,-0.631,0.631
8,1,0,0,1,1,507,0,-0.507,1,-0.631,0.631
8,1,1,1,4,2,367,1,0.367,1,-0.631,0.631
8,1,0,1,3,1,394,1,0.394,1,-0.631,0.631
8,1,1,1,4,2,461,1,0.461,1,-0.631,0.631
8,1,0,1,3,1,358,1,0.358,1,-0.631,0.631
8,1,0,0,1,1,399,1,0.399,1,-0.631,0.631
8,1,0,1,3,1,415,1,0.415,1,-0.631,0.631
8,1,1,1,4,2,433,1,0.433,1,-0.631,0.631
8,1,0,0,1,1,467,0,-0.467,1,-0.631,0.631
8,1,0,0,1,1,623,0,-0.623,1,-0.631,0.631
8,1,0,1,3,1,404,1,0.404,1,-0.631,0.631
8,1,1,0,2,2,486,0,-0.486,1,-0.631,0.631
8,1,1,1,4,2,497,1,0.497,1,-0.631,0.631
8,1,1,0,2,2,394,1,0.394,1,-0.631,0.631
8,1,1,1,4,2,523,1,0.523,1,-0.631,0.631
8,1,1,1,4,2,409,1,0.409,1,-0.631,0.631
8,1,1,0,2,2,412,1,0.412,1,-0.631,0.631
8,1,1,1,4,2,440,1,0.44,1,-0.631,0.631
8,1,1,1,4,2,375,1,0.375,1,-0.631,0.631
8,1,1,0,2,2,612,0,-0.612,1,-0.631,0.631
8,1,1,1,4,2,523,1,0.523,1,-0.631,0.631
8,1,1,1,4,2,479,0,-0.479,1,-0.631,0.631
8,1,1,0,2,2,603,1,0.603,1,-0.631,0.631
8,1,1,0,2,2,501,0,-0.501,1,-0.631,0.631
8,1,1,1,4,2,343,1,0.343,1,-0.631,0.631
8,1,1,0,2,2,477,0,-0.477,1,-0.631,0.631
8,1,1,0,2,2,572,0,-0.572,1,-0.631,0.631
8,1,1,0,2,2,584,0,-0.584,1,-0.631,0.631
8,1,1,1,4,2,NaN,NaN,NaN,2,-0.631,0.631
9,1,1,1,4,2,516,1,0.516,1,-0.631,0.631
9,1,1,0,2,2,498,0,-0.498,1,-0.631,0.631
9,1,0,0,1,1,570,0,-0.57,1,-0.631,0.631
9,1,1,1,4,2,476,1,0.476,1,-0.631,0.631
9,1,1,1,4,2,570,1,0.57,1,-0.631,0.631
9,1,1,0,2,2,580,0,-0.58,1,-0.631,0.631
9,1,1,0,2,2,513,0,-0.513,1,-0.631,0.631
9,1,0,1,3,1,577,1,0.577,1,-0.631,0.631
9,1,0,0,1,1,620,0,-0.62,1,-0.631,0.631
9,1,0,0,1,1,538,0,-0.538,1,-0.631,0.631
9,1,1,1,4,2,514,1,0.514,1,-0.631,0.631
9,1,1,1,4,2,519,1,0.519,1,-0.631,0.631
9,1,0,1,3,1,557,1,0.557,1,-0.631,0.631
9,1,0,1,3,1,463,1,0.463,1,-0.631,0.631
9,1,0,1,3,1,536,1,0.536,1,-0.631,0.631
9,1,0,0,1,1,606,0,-0.606,1,-0.631,0.631
9,1,1,0,2,2,556,0,-0.556,1,-0.631,0.631
9,1,0,1,3,1,510,0,-0.51,1,-0.631,0.631
9,1,0,0,1,1,612,0,-0.612,1,-0.631,0.631
9,1,1,0,2,2,546,0,-0.546,1,-0.631,0.631
9,1,0,0,1,1,593,0,-0.593,1,-0.631,0.631
9,1,1,1,4,2,542,1,0.542,1,-0.631,0.631
9,1,1,1,4,2,544,1,0.544,1,-0.631,0.631
9,1,0,1,3,1,490,1,0.49,1,-0.631,0.631
9,1,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
9,1,0,1,3,1,434,1,0.434,1,-0.631,0.631
9,1,0,1,3,1,554,1,0.554,1,-0.631,0.631
9,1,1,0,2,2,549,0,-0.549,1,-0.631,0.631
9,1,0,0,1,1,545,0,-0.545,1,-0.631,0.631
9,1,0,0,1,1,503,0,-0.503,1,-0.631,0.631
9,1,0,1,3,1,397,1,0.397,1,-0.631,0.631
9,1,0,1,3,1,495,1,0.495,1,-0.631,0.631
9,1,0,1,3,1,532,1,0.532,1,-0.631,0.631
9,1,1,0,2,2,486,0,-0.486,1,-0.631,0.631
9,1,1,0,2,2,547,0,-0.547,1,-0.631,0.631
9,1,0,0,1,1,573,0,-0.573,1,-0.631,0.631
9,1,1,1,4,2,517,1,0.517,1,-0.631,0.631
9,1,1,0,2,2,519,0,-0.519,1,-0.631,0.631
9,1,0,1,3,1,604,0,-0.604,1,-0.631,0.631
9,1,0,1,3,1,NaN,NaN,NaN,2,-0.631,0.631
9,1,0,0,1,1,518,0,-0.518,1,-0.631,0.631
9,1,0,1,3,1,433,1,0.433,1,-0.631,0.631
9,1,1,0,2,2,543,0,-0.543,1,-0.631,0.631
9,1,0,0,1,1,488,0,-0.488,1,-0.631,0.631
9,1,1,0,2,2,503,0,-0.503,1,-0.631,0.631
9,1,0,0,1,1,510,0,-0.51,1,-0.631,0.631
9,1,1,0,2,2,528,0,-0.528,1,-0.631,0.631
9,1,0,1,3,1,NaN,NaN,NaN,2,-0.631,0.631
9,1,0,0,1,1,494,0,-0.494,1,-0.631,0.631
9,1,0,0,1,1,533,0,-0.533,1,-0.631,0.631
9,1,0,1,3,1,499,1,0.499,1,-0.631,0.631
9,1,0,0,1,1,535,0,-0.535,1,-0.631,0.631
9,1,1,0,2,2,548,0,-0.548,1,-0.631,0.631
9,1,1,1,4,2,421,1,0.421,1,-0.631,0.631
9,1,1,1,4,2,457,1,0.457,1,-0.631,0.631
9,1,0,1,3,1,466,1,0.466,1,-0.631,0.631
9,1,1,0,2,2,489,0,-0.489,1,-0.631,0.631
9,1,1,0,2,2,480,0,-0.48,1,-0.631,0.631
9,1,0,0,1,1,580,0,-0.58,1,-0.631,0.631
9,1,1,1,4,2,485,1,0.485,1,-0.631,0.631
9,1,1,0,2,2,599,0,-0.599,1,-0.631,0.631
9,1,1,1,4,2,458,1,0.458,1,-0.631,0.631
9,1,1,0,2,2,556,0,-0.556,1,-0.631,0.631
9,1,1,0,2,2,599,0,-0.599,1,-0.631,0.631
9,1,1,1,4,2,NaN,NaN,NaN,2,-0.631,0.631
9,1,0,1,3,1,484,1,0.484,1,-0.631,0.631
9,1,1,1,4,2,496,1,0.496,1,-0.631,0.631
9,1,0,0,1,1,587,0,-0.587,1,-0.631,0.631
9,1,1,1,4,2,579,1,0.579,1,-0.631,0.631
9,1,0,0,1,1,470,0,-0.47,1,-0.631,0.631
9,1,0,1,3,1,437,1,0.437,1,-0.631,0.631
9,1,0,0,1,1,514,0,-0.514,1,-0.631,0.631
9,1,0,0,1,1,483,0,-0.483,1,-0.631,0.631
9,1,0,1,3,1,483,1,0.483,1,-0.631,0.631
9,1,1,0,2,2,503,0,-0.503,1,-0.631,0.631
9,1,1,1,4,2,468,1,0.468,1,-0.631,0.631
9,1,1,1,4,2,NaN,NaN,NaN,2,-0.631,0.631
9,1,1,1,4,2,575,0,-0.575,1,-0.631,0.631
9,1,1,1,4,2,538,1,0.538,1,-0.631,0.631
9,1,1,1,4,2,424,1,0.424,1,-0.631,0.631
10,0,0,1,3,1,448,1,0.448,1,-0.631,0.631
10,0,1,0,2,2,591,0,-0.591,1,-0.631,0.631
10,0,1,0,2,2,620,0,-0.62,1,-0.631,0.631
10,0,1,0,2,2,514,0,-0.514,1,-0.631,0.631
10,0,1,0,2,2,584,0,-0.584,1,-0.631,0.631
10,0,1,1,4,2,526,1,0.526,1,-0.631,0.631
10,0,1,0,2,2,627,0,-0.627,1,-0.631,0.631
10,0,0,0,1,1,574,0,-0.574,1,-0.631,0.631
10,0,1,1,4,2,461,1,0.461,1,-0.631,0.631
10,0,0,0,1,1,546,0,-0.546,1,-0.631,0.631
10,0,1,1,4,2,523,1,0.523,1,-0.631,0.631
10,0,1,1,4,2,552,1,0.552,1,-0.631,0.631
10,0,1,0,2,2,624,0,-0.624,1,-0.631,0.631
10,0,1,1,4,2,440,1,0.44,1,-0.631,0.631
10,0,0,0,1,1,523,0,-0.523,1,-0.631,0.631
10,0,1,1,4,2,538,1,0.538,1,-0.631,0.631
10,0,1,0,2,2,501,0,-0.501,1,-0.631,0.631
10,0,0,1,3,1,500,1,0.5,1,-0.631,0.631
10,0,0,1,3,1,564,0,-0.564,1,-0.631,0.631
10,0,0,1,3,1,491,1,0.491,1,-0.631,0.631
10,0,0,0,1,1,498,0,-0.498,1,-0.631,0.631
10,0,1,1,4,2,547,1,0.547,1,-0.631,0.631
10,0,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
10,0,0,0,1,1,589,0,-0.589,1,-0.631,0.631
10,0,1,0,2,2,597,0,-0.597,1,-0.631,0.631
10,0,0,1,3,1,478,1,0.478,1,-0.631,0.631
10,0,0,1,3,1,484,1,0.484,1,-0.631,0.631
10,0,0,1,3,1,487,1,0.487,1,-0.631,0.631
10,0,1,1,4,2,496,1,0.496,1,-0.631,0.631
10,0,1,1,4,2,470,1,0.47,1,-0.631,0.631
10,0,0,0,1,1,583,0,-0.583,1,-0.631,0.631
10,0,0,0,1,1,512,0,-0.512,1,-0.631,0.631
10,0,1,1,4,2,440,1,0.44,1,-0.631,0.631
10,0,0,0,1,1,345,0,-0.345,1,-0.631,0.631
10,0,1,0,2,2,566,0,-0.566,1,-0.631,0.631
10,0,1,1,4,2,503,1,0.503,1,-0.631,0.631
10,0,1,1,4,2,480,1,0.48,1,-0.631,0.631
10,0,1,1,4,2,526,0,-0.526,1,-0.631,0.631
10,0,1,1,4,2,539,1,0.539,1,-0.631,0.631
10,0,0,1,3,1,510,1,0.51,1,-0.631,0.631
10,0,1,0,2,2,605,0,-0.605,1,-0.631,0.631
10,0,0,1,3,1,538,0,-0.538,1,-0.631,0.631
10,0,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
10,0,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
10,0,0,1,3,1,500,1,0.5,1,-0.631,0.631
10,0,1,0,2,2,598,0,-0.598,1,-0.631,0.631
10,0,0,1,3,1,554,1,0.554,1,-0.631,0.631
10,0,0,0,1,1,531,0,-0.531,1,-0.631,0.631
10,0,1,0,2,2,495,0,-0.495,1,-0.631,0.631
10,0,0,1,3,1,482,1,0.482,1,-0.631,0.631
10,0,0,0,1,1,579,0,-0.579,1,-0.631,0.631
10,0,0,1,3,1,420,1,0.42,1,-0.631,0.631
10,0,0,1,3,1,503,1,0.503,1,-0.631,0.631
10,0,1,1,4,2,479,1,0.479,1,-0.631,0.631
10,0,0,0,1,1,608,0,-0.608,1,-0.631,0.631
10,0,1,0,2,2,509,0,-0.509,1,-0.631,0.631
10,0,0,0,1,1,596,0,-0.596,1,-0.631,0.631
10,0,1,0,2,2,511,0,-0.511,1,-0.631,0.631
10,0,0,1,3,1,616,1,0.616,1,-0.631,0.631
10,0,1,0,2,2,606,0,-0.606,1,-0.631,0.631
10,0,1,1,4,2,529,1,0.529,1,-0.631,0.631
10,0,1,1,4,2,NaN,NaN,NaN,2,-0.631,0.631
10,0,0,1,3,1,453,1,0.453,1,-0.631,0.631
10,0,0,1,3,1,397,1,0.397,1,-0.631,0.631
10,0,1,0,2,2,542,0,-0.542,1,-0.631,0.631
10,0,0,1,3,1,465,1,0.465,1,-0.631,0.631
10,0,1,1,4,2,436,1,0.436,1,-0.631,0.631
10,0,1,1,4,2,355,1,0.355,1,-0.631,0.631
10,0,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
10,0,0,0,1,1,592,0,-0.592,1,-0.631,0.631
10,0,1,1,4,2,355,0,-0.355,1,-0.631,0.631
10,0,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
10,0,0,0,1,1,527,0,-0.527,1,-0.631,0.631
10,0,0,1,3,1,513,1,0.513,1,-0.631,0.631
10,0,0,0,1,1,516,0,-0.516,1,-0.631,0.631
10,0,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
10,0,1,0,2,2,502,0,-0.502,1,-0.631,0.631
10,0,0,1,3,1,436,1,0.436,1,-0.631,0.631
10,0,0,0,1,1,495,0,-0.495,1,-0.631,0.631
10,0,0,0,1,1,570,0,-0.57,1,-0.631,0.631
11,0,1,0,2,2,312,1,0.312,1,-0.631,0.631
11,0,1,1,4,2,342,0,-0.342,1,-0.631,0.631
11,0,0,0,1,1,335,1,0.335,1,-0.631,0.631
11,0,0,1,3,1,349,1,0.349,1,-0.631,0.631
11,0,0,0,1,1,364,1,0.364,1,-0.631,0.631
11,0,0,1,3,1,495,0,-0.495,1,-0.631,0.631
11,0,1,1,4,2,438,1,0.438,1,-0.631,0.631
11,0,0,1,3,1,355,1,0.355,1,-0.631,0.631
11,0,1,1,4,2,297,1,0.297,1,-0.631,0.631
11,0,0,0,1,1,297,1,0.297,1,-0.631,0.631
11,0,0,0,1,1,314,1,0.314,1,-0.631,0.631
11,0,1,0,2,2,581,1,0.581,1,-0.631,0.631
11,0,1,0,2,2,573,1,0.573,1,-0.631,0.631
11,0,0,1,3,1,391,1,0.391,1,-0.631,0.631
11,0,1,1,4,2,356,1,0.356,1,-0.631,0.631
11,0,0,1,3,1,441,1,0.441,1,-0.631,0.631
11,0,0,1,3,1,440,1,0.44,1,-0.631,0.631
11,0,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
11,0,1,0,2,2,468,1,0.468,1,-0.631,0.631
11,0,1,1,4,2,549,1,0.549,1,-0.631,0.631
11,0,1,1,4,2,483,1,0.483,1,-0.631,0.631
11,0,0,0,1,1,554,0,-0.554,1,-0.631,0.631
11,0,0,1,3,1,378,1,0.378,1,-0.631,0.631
11,0,1,1,4,2,565,0,-0.565,1,-0.631,0.631
11,0,0,1,3,1,598,1,0.598,1,-0.631,0.631
11,0,1,0,2,2,604,0,-0.604,1,-0.631,0.631
11,0,1,1,4,2,417,1,0.417,1,-0.631,0.631
11,0,1,0,2,2,372,1,0.372,1,-0.631,0.631
11,0,0,1,3,1,557,0,-0.557,1,-0.631,0.631
11,0,0,1,3,1,566,1,0.566,1,-0.631,0.631
11,0,0,0,1,1,NaN,NaN,NaN,0,-0.631,0.631
11,0,0,0,1,1,403,1,0.403,1,-0.631,0.631
11,0,0,0,1,1,549,1,0.549,1,-0.631,0.631
11,0,0,0,1,1,589,0,-0.589,1,-0.631,0.631
11,0,1,1,4,2,511,1,0.511,1,-0.631,0.631
11,0,1,0,2,2,580,0,-0.58,1,-0.631,0.631
11,0,1,1,4,2,557,1,0.557,1,-0.631,0.631
11,0,0,1,3,1,503,1,0.503,1,-0.631,0.631
11,0,0,0,1,1,570,0,-0.57,1,-0.631,0.631
11,0,0,1,3,1,502,1,0.502,1,-0.631,0.631
11,0,0,0,1,1,600,0,-0.6,1,-0.631,0.631
11,0,0,0,1,1,509,0,-0.509,1,-0.631,0.631
11,0,0,0,1,1,409,0,-0.409,1,-0.631,0.631
11,0,1,0,2,2,NaN,NaN,NaN,2,-0.631,0.631
11,0,0,1,3,1,605,1,0.605,1,-0.631,0.631
11,0,0,1,3,1,439,1,0.439,1,-0.631,0.631
11,0,0,0,1,1,547,0,-0.547,1,-0.631,0.631
11,0,0,1,3,1,487,1,0.487,1,-0.631,0.631
11,0,1,0,2,2,584,0,-0.584,1,-0.631,0.631
11,0,0,0,1,1,545,0,-0.545,1,-0.631,0.631
11,0,0,0,1,1,622,0,-0.622,1,-0.631,0.631
11,0,0,0,1,1,581,0,-0.581,1,-0.631,0.631
11,0,1,0,2,2,521,0,-0.521,1,-0.631,0.631
11,0,0,0,1,1,531,0,-0.531,1,-0.631,0.631
11,0,1,1,4,2,498,1,0.498,1,-0.631,0.631
11,0,0,1,3,1,536,1,0.536,1,-0.631,0.631
11,0,1,1,4,2,356,1,0.356,1,-0.631,0.631
11,0,0,1,3,1,483,1,0.483,1,-0.631,0.631
11,0,0,1,3,1,477,1,0.477,1,-0.631,0.631
11,0,0,0,1,1,516,1,0.516,1,-0.631,0.631
11,0,0,1,3,1,480,1,0.48,1,-0.631,0.631
11,0,1,0,2,2,582,0,-0.582,1,-0.631,0.631
11,0,0,1,3,1,370,0,-0.37,1,-0.631,0.631
11,0,1,0,2,2,NaN,NaN,NaN,2,-0.631,0.631
11,0,1,1,4,2,421,1,0.421,1,-0.631,0.631
11,0,1,1,4,2,461,1,0.461,1,-0.631,0.631
11,0,1,0,2,2,NaN,NaN,NaN,0,-0.631,0.631
